HA site,NA site,N alleles HA,N alleles NA,Chi,ChiSqDf
143,192,2,2,0.0737327188941,4.30663221361e-05
143,199,2,2,7.96313364055,0.00921698314487
143,200,2,3,1.29032258065,0.000407996736026
143,203,2,2,1.21658986175,0.000765528040364
143,205,2,2,13.3824884793,0.0475597772683
143,211,2,2,0.110599078341,6.47493659958e-05
143,220,2,3,3.79723502304,0.00144734068714
143,221,2,2,11.9447004608,0.027399577167
143,236,2,2,6.04608294931,0.00565030146425
143,245,2,2,3.35483870968,0.00246796392976
143,251,2,3,1.47465437788,0.000472199268091
143,269,2,2,0.0737327188941,4.30663221361e-05
143,272,2,3,0.995391705069,0.000308553796926
143,296,2,3,0.258064516129,7.62485703393e-05
143,321,2,3,10.6912442396,0.0093669250646
143,330,2,3,4.20276497696,0.00165697674419
143,340,2,2,0.184331797235,0.00010841871307
143,343,2,4,1.29032258065,0.000271997824017
143,346,2,4,1.03225806452,0.00021384656509
143,361,2,2,0.331797235023,0.000196990424077
143,362,2,2,0.0737327188941,4.30663221361e-05
143,374,2,3,8.40552995392,0.00514788891398
143,379,2,2,1.43778801843,0.000918457462467
143,385,2,2,0.811059907834,0.000496726123278
143,390,2,3,8.70046082949,0.00554381019497
143,392,2,2,0.0737327188941,4.30663221361e-05
143,396,2,4,1.32718894009,0.000280472128082
143,397,2,3,9.54838709677,0.00688372093023
143,403,2,2,0.331797235023,0.000196990424077
143,417,2,2,0.0737327188941,4.30663221361e-05
143,445,2,3,0.147465437788,4.32666306111e-05
143,446,2,2,0.0737327188941,4.30663221361e-05
143,464,2,2,3.17050691244,0.00229885057471
143,465,2,2,0.0737327188941,4.30663221361e-05
151,26,3,2,0.571428571429,5.64588979223e-05
151,27,3,2,75.7050691244,0.040869966073
151,34,3,2,24.2580645161,0.0127371273713
151,35,3,2,6.28571428571,0.0014981487843
151,39,3,2,1.19815668203,0.000150906381454
151,44,3,3,42.8571428571,0.0237790125885
151,45,3,3,16.9216589862,0.00411243716013
151,47,3,2,6.85714285714,0.0046403712297
151,48,3,2,5.19815668203,0.00265972497312
151,50,3,4,17.3732718894,0.00451330404443
151,51,3,3,105.631336406,0.153883040171
151,52,3,2,1.19815668203,0.000150906381454
151,53,3,3,41.1612903226,0.0152104863732
151,59,3,3,4.58986175115,0.00241706768155
151,61,3,2,50.2488479263,0.0273612365753
151,68,3,2,40.0,0.0235437705467
151,69,3,2,14.5253456221,0.00491548310331
151,71,3,2,38.8571428571,0.0417425069773
151,76,3,2,0.571428571429,5.64588979223e-05
151,89,3,2,45.7142857143,0.0520200604305
151,95,3,2,3.46543778802,0.00176904546823
151,121,3,2,5.19815668203,0.00265972497312
151,126,3,3,285.677419355,0.124986416344
151,129,3,2,0.571428571429,5.64588979223e-05
151,133,3,2,5.19815668203,0.00265972497312
151,148,3,2,0.571428571429,5.64588979223e-05
151,149,3,2,331.723502304,0.299131197705
151,154,3,2,0.571428571429,5.64588979223e-05
151,158,3,2,4.57142857143,0.00308641975309
151,170,3,2,5.19815668203,0.00265972497312
151,187,3,2,186.082949309,0.111298627665
151,192,3,2,4.57142857143,0.00308641975309
151,199,3,2,369.732718894,0.36949050938
151,200,3,3,57.198156682,0.0157346552849
151,203,3,2,40.5714285714,0.0416555310418
151,205,3,2,123.023041475,0.0747385159802
151,211,3,2,5.19815668203,0.00265972497312
151,220,3,3,226.322580645,0.0991828717624
151,221,3,2,190.599078341,0.129730001004
151,236,3,2,255.834101382,0.188912023267
151,245,3,2,208.0,0.176870748299
151,251,3,3,24.6543778802,0.01932464459
151,269,3,2,3.46543778802,0.00176904546823
151,272,3,3,46.7834101382,0.0126745370648
151,296,3,3,11.8986175115,0.125600297515
151,321,3,3,285.898617512,0.117191041799
151,330,3,3,197.741935484,0.0701513780204
151,340,3,2,3.42857142857,0.000712566566225
151,343,3,4,41.6866359447,0.0111336802297
151,346,3,4,25.6774193548,0.0249194162051
151,361,3,2,15.5944700461,0.00809182209469
151,362,3,2,3.46543778802,0.00176904546823
151,374,3,3,336.589861751,0.153931323527
151,379,3,2,38.8571428571,0.034051873138
151,385,3,2,38.1198156682,0.0204041360802
151,390,3,3,343.244239631,0.162463277489
151,392,3,2,3.46543778802,0.00176904546823
151,396,3,4,36.8847926267,0.0493469621031
151,397,3,3,336.470046083,0.167045817388
151,403,3,2,16.5714285714,0.00916307986609
151,417,3,2,3.46543778802,0.00176904546823
151,445,3,3,3.48387096774,0.000911508364896
151,446,3,2,0.571428571429,5.64588979223e-05
151,464,3,2,52.5714285714,0.0120918931723
151,465,3,2,3.46543778802,0.00176904546823
152,26,3,2,0.516129032258,5.62072753559e-05
152,27,3,2,76.1290322581,0.0462245275698
152,34,3,2,24.9032258065,0.013347164592
152,35,3,2,10.064516129,0.00379547919142
152,39,3,2,1.33640552995,0.000193200231389
152,44,3,3,43.7419354839,0.0374816818152
152,45,3,3,17.797235023,0.00435457168197
152,47,3,2,6.77419354839,0.00451147202887
152,48,3,2,5.33640552995,0.00278711093568
152,50,3,4,17.8801843318,0.00461462878071
152,51,3,3,106.700460829,0.0938073476634
152,52,3,2,1.33640552995,0.000193200231389
152,53,3,3,40.6820276498,0.0148521372588
152,59,3,3,4.55299539171,0.00241656442564
152,61,3,2,51.5852534562,0.0286716869013
152,68,3,2,39.4193548387,0.0227814068065
152,69,3,2,15.1244239631,0.00530655948501
152,71,3,2,39.7419354839,0.069419261079
152,76,3,2,0.516129032258,5.62072753559e-05
152,89,3,2,46.5161290323,0.0823573565175
152,95,3,2,3.55760368664,0.00185377286
152,121,3,2,5.33640552995,0.00278711093568
152,126,3,3,293.686635945,0.130121316791
152,129,3,2,0.516129032258,5.62072753559e-05
152,133,3,2,2.77419354839,0.000767987262453
152,148,3,2,0.516129032258,5.62072753559e-05
152,149,3,2,342.460829493,0.317066608971
152,154,3,2,4.51612903226,0.00300068587106
152,158,3,2,4.51612903226,0.00300068587106
152,170,3,2,5.33640552995,0.00278711093568
152,187,3,2,199.861751152,0.12929151316
152,192,3,2,4.51612903226,0.00300068587106
152,199,3,2,379.778801843,0.38762215275
152,200,3,3,58.7373271889,0.0164913425191
152,203,3,2,37.4838709677,0.0658084113847
152,205,3,2,126.294930876,0.0783180732257
152,211,3,2,5.33640552995,0.00278711093568
152,220,3,3,223.622119816,0.0965243664752
152,221,3,2,195.668202765,0.135943343066
152,236,3,2,268.276497696,0.207199348516
152,245,3,2,205.483870968,0.171957671958
152,251,3,3,23.6958525346,0.0347022461911
152,269,3,2,3.55760368664,0.00185377286
152,272,3,3,48.0276497696,0.0132815765596
152,296,3,3,11.6036866359,0.0624713144875
152,321,3,3,293.502304147,0.122803837789
152,330,3,3,194.700460829,0.0678351433581
152,340,3,2,3.29032258065,0.000668994444928
152,343,3,4,42.4331797235,0.0311769456144
152,346,3,4,28.1843317972,0.048140601706
152,361,3,2,16.0092165899,0.00847937515255
152,362,3,2,3.55760368664,0.00185377286
152,374,3,3,334.838709677,0.152221710607
152,379,3,2,27.935483871,0.0509622947689
152,385,3,2,39.133640553,0.0213813801716
152,390,3,3,352.534562212,0.170013903769
152,392,3,2,3.55760368664,0.00185377286
152,396,3,4,39.935483871,0.090767794211
152,397,3,3,343.806451613,0.185789441898
152,403,3,2,16.3225806452,0.00885801213575
152,417,3,2,3.55760368664,0.00185377286
152,445,3,3,4.55299539171,0.00241656442564
152,446,3,2,0.516129032258,5.62072753559e-05
152,464,3,2,50.1935483871,0.0113374809445
152,465,3,2,3.55760368664,0.00185377286
156,26,2,2,0.0552995391705,3.22248002062e-05
156,27,2,2,2.72811059908,0.00379660434093
156,34,2,2,0.387096774194,0.000232018561485
156,35,2,2,0.221198156682,0.000130714682527
156,39,2,2,0.0829493087557,4.84493515862e-05
156,44,2,3,0.940092165899,0.000295823665893
156,45,2,3,0.52534562212,0.000159338048249
156,47,2,2,0.0829493087557,4.84493515862e-05
156,48,2,2,0.0829493087557,4.84493515862e-05
156,50,2,4,0.414746543779,8.30615375244e-05
156,51,2,3,2.42396313364,0.00126380146315
156,52,2,2,3.91705069124,0.108039063336
156,53,2,3,0.552995391705,0.00016812939238
156,59,2,3,0.110599078341,3.23746829979e-05
156,61,2,2,0.801843317972,0.00049841024319
156,68,2,2,0.58064516129,0.000353926619214
156,69,2,2,0.359447004608,0.000214934059333
156,71,2,2,0.884792626728,0.00055407417668
156,76,2,2,0.0552995391705,3.22248002062e-05
156,89,2,2,0.801843317972,0.00049841024319
156,95,2,2,0.0552995391705,3.22248002062e-05
156,121,2,2,0.0829493087557,4.84493515862e-05
156,126,2,3,1.55760368664,0.000405818318652
156,129,2,2,0.0552995391705,3.22248002062e-05
156,133,2,2,0.0829493087557,4.84493515862e-05
156,148,2,2,0.0552995391705,3.22248002062e-05
156,149,2,2,2.44239631336,0.00115968821702
156,154,2,2,0.0552995391705,3.22248002062e-05
156,158,2,2,0.0552995391705,3.22248002062e-05
156,170,2,2,0.0829493087557,4.84493515862e-05
156,187,2,2,4.26728110599,0.00410731962566
156,192,2,2,0.0552995391705,3.22248002062e-05
156,199,2,2,2.02764976959,0.000794944102947
156,200,2,3,3.08755760369,0.00328785473492
156,203,2,2,0.912442396313,0.000572813904913
156,205,2,2,2.03686635945,0.00146561887266
156,211,2,2,0.0829493087557,4.84493515862e-05
156,220,2,3,5.26267281106,0.00380763023321
156,221,2,2,0.958525345622,0.000234709386553
156,236,2,2,3.46543778802,0.0024692755306
156,245,2,2,5.48387096774,0.00877202567624
156,251,2,3,1.10599078341,0.000353327758606
156,269,2,2,0.0552995391705,3.22248002062e-05
156,272,2,3,0.746543778802,0.000230878421134
156,296,2,3,0.193548387097,5.70537446274e-05
156,321,2,3,0.58064516129,0.000180750381826
156,330,2,3,4.93087557604,0.0030919913533
156,340,2,2,0.138248847926,8.11253711486e-05
156,343,2,4,0.967741935484,0.000203525053934
156,346,2,4,0.774193548387,0.000160012801024
156,361,2,2,0.248847926267,0.000147400027296
156,362,2,2,0.0552995391705,3.22248002062e-05
156,374,2,3,1.75115207373,0.000304799708317
156,379,2,2,1.07834101382,0.000687244853006
156,385,2,2,0.608294930876,0.000371680219854
156,390,2,3,1.97235023041,0.000446721556153
156,392,2,2,0.0552995391705,3.22248002062e-05
156,396,2,4,0.995391705069,0.000209866035514
156,397,2,3,1.72350230415,0.00043603135828
156,403,2,2,0.248847926267,0.000147400027296
156,417,2,2,0.0552995391705,3.22248002062e-05
156,445,2,3,0.110599078341,3.23746829979e-05
156,446,2,2,0.0552995391705,3.22248002062e-05
156,464,2,2,5.62211981567,0.00961575634061
156,465,2,2,0.0552995391705,3.22248002062e-05
163,26,2,2,3.46543778802,0.00353809093646
163,27,2,2,75.7050691244,0.0817385413631
163,34,2,2,24.2580645161,0.0254742547425
163,35,2,2,10.1382488479,0.00767702275464
163,39,2,2,5.19815668203,0.00531944994624
163,44,2,3,43.4470046083,0.0214239264401
163,45,2,3,16.9216589862,0.00817801564327
163,47,2,2,6.80184331797,0.00910796267957
163,48,2,2,5.19815668203,0.00531944994624
163,50,2,4,17.3271889401,0.00895915239303
163,51,2,3,105.695852535,0.0624904640467
163,52,2,2,1.19815668203,0.000282615009593
163,53,2,3,40.8110599078,0.029883835687
163,59,2,3,4.53456221198,0.0047766741893
163,61,2,2,50.2488479263,0.0547224731507
163,68,2,2,39.6129032258,0.0460543354081
163,69,2,2,14.5253456221,0.00981282427711
163,71,2,2,43.4470046083,0.0373516824393
163,76,2,2,0.534562211982,8.41878247388e-05
163,89,2,2,46.2488479263,0.046357001463
163,95,2,2,3.46543778802,0.00353809093646
163,121,2,2,5.19815668203,0.00531944994624
163,126,2,3,285.3640553,0.248849991841
163,129,2,2,0.534562211982,8.41878247388e-05
163,133,2,2,2.80184331797,0.00154545258737
163,148,2,2,0.534562211982,8.41878247388e-05
163,149,2,2,331.723502304,0.598090667073
163,154,2,2,4.53456221198,0.00605791962175
163,158,2,2,4.53456221198,0.00605791962175
163,170,2,2,5.19815668203,0.00531944994624
163,187,2,2,186.082949309,0.218360824112
163,192,2,2,4.53456221198,0.00605791962175
163,199,2,2,369.732718894,0.738978910139
163,200,2,3,57.1797235023,0.0314549401093
163,203,2,2,41.1797235023,0.0326193317741
163,205,2,2,123.023041475,0.14947703196
163,211,2,2,5.19815668203,0.00531944994624
163,220,2,3,224.460829493,0.194687801638
163,221,2,2,190.599078341,0.259460002007
163,236,2,2,255.834101382,0.376249363824
163,245,2,2,206.322580645,0.34715588363
163,251,2,3,17.3087557604,0.00817480816292
163,269,2,2,3.46543778802,0.00353809093646
163,272,2,3,46.7834101382,0.0253490741296
163,296,2,3,3.87096774194,0.000861475740673
163,321,2,3,285.898617512,0.234382083598
163,330,2,3,195.668202765,0.137037802633
163,340,2,2,3.33640552995,0.00132098196447
163,343,2,4,41.5852534562,0.0220892636155
163,346,2,4,21.0506912442,0.00864961914476
163,361,2,2,15.5944700461,0.0161836441894
163,362,2,2,3.46543778802,0.00353809093646
163,374,2,3,336.940092166,0.308006689122
163,379,2,2,31.5760368664,0.0164747964785
163,385,2,2,38.1198156682,0.0408082721604
163,390,2,3,343.078341014,0.324369295811
163,392,2,2,3.46543778802,0.00353809093646
163,396,2,4,34.4147465438,0.0167826383015
163,397,2,3,342.67281106,0.319036877389
163,403,2,2,16.4055299539,0.0179108257499
163,417,2,2,3.46543778802,0.00353809093646
163,445,2,3,4.53456221198,0.0047766741893
163,446,2,2,0.534562211982,8.41878247388e-05
163,464,2,2,50.9861751152,0.0221102519425
163,465,2,2,3.46543778802,0.00353809093646
164,26,3,2,3.22580645161,0.00469025573192
164,27,3,2,76.1290322581,0.0412958101214
164,34,3,2,24.3870967742,0.0128571428571
164,35,3,2,16.9032258065,0.0299840710932
164,39,3,2,4.06451612903,0.00325562552941
164,44,3,3,44.1290322581,0.0115958758503
164,45,3,3,17.1612903226,0.00414166871568
164,47,3,2,10.8387096774,0.0324825986079
164,48,3,2,5.22580645161,0.00268478621147
164,50,3,4,19.3548387097,0.0067920326444
164,51,3,3,106.258064516,0.0315396399847
164,52,3,2,1.22580645161,0.000401428939712
164,53,3,3,62.3870967742,0.0897959183673
164,59,3,3,5.67741935484,0.00314190792596
164,61,3,2,50.5161290323,0.027619047619
164,68,3,2,47.5483870968,0.0364288734057
164,69,3,2,14.6451612903,0.00522130284601
164,71,3,2,43.3548387097,0.0206053067993
164,76,3,2,1.29032258065,0.000418871252205
164,89,3,2,46.5161290323,0.0237604654463
164,95,3,2,3.48387096774,0.00178571428571
164,121,3,2,5.22580645161,0.00268478621147
164,126,3,3,293.483870968,0.140162567044
164,129,3,2,3.22580645161,0.00469025573192
164,133,3,2,6.83870967742,0.0131882296615
164,148,3,2,1.29032258065,0.000418871252205
164,149,3,2,333.870967742,0.304826267193
164,154,3,2,4.51612903226,0.00537367724868
164,158,3,2,5.29032258065,0.00451940035273
164,170,3,2,5.22580645161,0.00268478621147
164,187,3,2,188.838709677,0.146635876201
164,192,3,2,5.29032258065,0.00451940035273
164,199,3,2,371.741935484,0.373099910199
164,200,3,3,57.8709677419,0.0160648219187
164,203,3,2,44.7096774194,0.0210886924104
164,205,3,2,123.677419355,0.0754427390791
164,211,3,2,5.22580645161,0.00268478621147
164,220,3,3,262.64516129,0.145061347802
164,221,3,2,191.612903226,0.130952380952
164,236,3,2,258.322580645,0.196574181615
164,245,3,2,240.709677419,0.25898931001
164,251,3,3,56.935483871,0.0356620427768
164,269,3,2,3.48387096774,0.00178571428571
164,272,3,3,47.0322580645,0.012793962794
164,296,3,3,5.09677419355,0.00151431571848
164,321,3,3,287.419354839,0.1182952735
164,330,3,3,238.193548387,0.110886862628
164,340,3,2,5.22580645161,0.00201798201798
164,343,3,4,43.935483871,0.0134253899023
164,346,3,4,43.2580645161,0.0211872740339
164,361,3,2,15.6774193548,0.00816806722689
164,362,3,2,3.48387096774,0.00178571428571
164,374,3,3,336.193548387,0.163282840415
164,379,3,2,48.8387096774,0.0262487442234
164,385,3,2,38.3225806452,0.0205963938974
164,390,3,3,355.096774194,0.241401422955
164,392,3,2,3.48387096774,0.00178571428571
164,396,3,4,66.8387096774,0.0451566933306
164,397,3,3,342.387096774,0.160397565319
164,403,3,2,16.3225806452,0.00990476190476
164,417,3,2,3.48387096774,0.00178571428571
164,445,3,3,5.22580645161,0.00356905552919
164,446,3,2,1.29032258065,0.000418871252205
164,464,3,2,83.4838709677,0.0381035119207
164,465,3,2,3.48387096774,0.00178571428571
165,26,4,2,3.94470046083,0.0549501907056
165,27,4,2,75.7050691244,0.0272631067986
165,34,4,2,24.2580645161,0.00849141824752
165,35,4,2,10.3594470046,0.00314038350347
165,39,4,2,5.11520737327,0.0367939100891
165,44,4,3,43.935483871,0.00784885576634
165,45,4,3,22.2396313364,0.004472107037
165,47,4,2,8.26728110599,0.00513878147289
165,48,4,2,5.19815668203,0.00177314998208
165,50,4,4,20.8341013825,0.00344885303946
165,51,4,3,105.695852535,0.0208301546822
165,52,4,2,1.46543778802,0.000327848771312
165,53,4,3,50.0921658986,0.0164984355158
165,59,4,3,6.0,0.00229154849688
165,61,4,2,50.2488479263,0.0182408243836
165,68,4,2,49.8709677419,0.0279259409938
165,69,4,2,14.5253456221,0.00349173542693
165,71,4,2,54.5622119816,0.0456497576481
165,76,4,2,1.51152073733,0.000377716997335
165,89,4,2,50.2488479263,0.0182408243836
165,95,4,2,3.46543778802,0.00117936364549
165,121,4,2,5.19815668203,0.00177314998208
165,126,4,3,293.668202765,0.0966153862607
165,129,4,2,1.51152073733,0.000377716997335
165,133,4,2,4.26728110599,0.00144972593492
165,148,4,2,1.51152073733,0.000377716997335
165,149,4,2,331.723502304,0.201453553151
165,154,4,2,5.51152073733,0.00341792409694
165,158,4,2,5.51152073733,0.00341792409694
165,170,4,2,5.19815668203,0.00177314998208
165,187,4,2,186.082949309,0.124345878338
165,192,4,2,5.51152073733,0.00341792409694
165,199,4,2,369.732718894,0.246351966087
165,200,4,3,58.4516129032,0.0117145166439
165,203,4,2,52.267281106,0.0428204806662
165,205,4,2,123.023041475,0.0498256773201
165,211,4,2,5.19815668203,0.00177314998208
165,220,4,3,227.253456221,0.0991277219441
165,221,4,2,190.599078341,0.0864866673358
165,236,4,2,255.834101382,0.144580926392
165,245,4,2,208.838709677,0.201017777889
165,251,4,3,29.0414746544,0.0192055722433
165,269,4,2,3.46543778802,0.00117936364549
165,272,4,3,46.7834101382,0.00844969137652
165,296,4,3,7.29032258065,0.00111230052365
165,321,4,3,285.898617512,0.0781273611993
165,330,4,3,198.778801843,0.0786738436438
165,340,4,2,5.77880184332,0.00170788561032
165,343,4,4,44.2718894009,0.00953059242414
165,346,4,4,32.9447004608,0.0254234065055
165,361,4,2,15.5944700461,0.00539454806313
165,362,4,2,3.46543778802,0.00117936364549
165,374,4,3,343.705069124,0.107816132509
165,379,4,2,42.4976958525,0.0321224323571
165,385,4,2,38.1198156682,0.0136027573868
165,390,4,3,347.474654378,0.114905149051
165,392,4,2,3.46543778802,0.00117936364549
165,396,4,4,49.069124424,0.00929476962584
165,397,4,3,351.368663594,0.123868874973
165,403,4,2,20.801843318,0.0110250436419
165,417,4,2,3.46543778802,0.00117936364549
165,445,4,3,6.0,0.00229154849688
165,446,4,2,1.51152073733,0.000377716997335
165,464,4,2,156.368663594,0.175246523202
165,465,4,2,3.46543778802,0.00117936364549
177,26,2,2,2.58064516129,0.00330098369314
177,27,2,2,32.6451612903,0.0255710531635
177,34,2,2,9.93548387097,0.00718954248366
177,35,2,2,14.3225806452,0.0257776606161
177,39,2,2,1.87096774194,0.00115940350689
177,44,2,3,20.1290322581,0.00639387573211
177,45,2,3,9.48387096774,0.00281646064779
177,47,2,2,9.87096774194,0.0322716726429
177,48,2,2,2.12903225806,0.00150129657431
177,50,2,4,9.22580645161,0.00328347148507
177,51,2,3,43.2903225806,0.0176365452347
177,52,2,2,1.87096774194,0.00115940350689
177,53,2,3,55.2258064516,0.0875445479026
177,59,2,3,2.83870967742,0.00100319197446
177,61,2,2,20.5806451613,0.0154442023723
177,68,2,2,14.9032258065,0.0109670987039
177,69,2,2,1.22580645161,0.000117576057216
177,71,2,2,6.70967741935,0.00149874513351
177,76,2,2,2.58064516129,0.00330098369314
177,89,2,2,16.5806451613,0.0100242148022
177,95,2,2,1.41935483871,0.000998547567175
177,121,2,2,2.12903225806,0.00150129657431
177,126,2,3,142.64516129,0.0930320626105
177,129,2,2,1.41935483871,0.000998547567175
177,133,2,2,5.87096774194,0.0114161955297
177,148,2,2,1.41935483871,0.000998547567175
177,149,2,2,93.3548387097,0.0796933755556
177,154,2,2,2.58064516129,0.00330098369314
177,158,2,2,6.58064516129,0.0214646464646
177,170,2,2,2.12903225806,0.00150129657431
177,187,2,2,64.1935483871,0.0437198178034
177,192,2,2,1.41935483871,0.000998547567175
177,199,2,2,154.709677419,0.217683369644
177,200,2,3,24.8387096774,0.00945992432061
177,203,2,2,3.41935483871,0.000378382084544
177,205,2,2,50.3870967742,0.0421865715983
177,211,2,2,2.12903225806,0.00150129657431
177,220,2,3,73.0967741935,0.0335584384811
177,221,2,2,78.064516129,0.0732268215928
177,236,2,2,23.6129032258,0.00539251916583
177,245,2,2,64.5806451613,0.0572228891557
177,251,2,3,34.0,0.0215894387289
177,269,2,2,1.41935483871,0.000998547567175
177,272,2,3,19.1612903226,0.00715421303657
177,296,2,3,2.12903225806,0.000912883782425
177,321,2,3,117.096774194,0.0661491362344
177,330,2,3,80.9032258065,0.0384191176471
177,340,2,2,0.451612903226,4.07198268161e-05
177,343,2,4,24.8387096774,0.00630661621374
177,346,2,4,23.935483871,0.0157593932732
177,361,2,2,6.38709677419,0.00456747404844
177,362,2,2,1.41935483871,0.000998547567175
177,374,2,3,122.193548387,0.075623885371
177,379,2,2,8.32258064516,0.0019255502502
177,385,2,2,15.6129032258,0.0115172282505
177,390,2,3,140.516129032,0.149261224275
177,392,2,2,1.41935483871,0.000998547567175
177,396,2,4,50.9677419355,0.0390788009026
177,397,2,3,126.903225806,0.0764258414619
177,403,2,2,2.38709677419,0.000637983060128
177,417,2,2,1.41935483871,0.000998547567175
177,445,2,3,2.58064516129,0.00214140624537
177,446,2,2,1.41935483871,0.000998547567175
177,464,2,2,57.0322580645,0.0465440289017
177,465,2,2,1.41935483871,0.000998547567175
179,26,4,2,0.460829493088,9.43282320625e-05
179,27,4,2,36.3686635945,0.0487288825839
179,34,4,2,3.22580645161,0.00067916327085
179,35,4,2,1.84331797235,0.000382627194845
179,39,4,2,0.691244239631,0.000141820636604
179,44,4,3,46.7557603687,0.0450889129208
179,45,4,3,4.37788018433,0.000466413330584
179,47,4,2,0.691244239631,0.000141820636604
179,48,4,2,0.691244239631,0.000141820636604
179,50,4,4,39.0783410138,0.0849067552594
179,51,4,3,42.1198156682,0.0514472599168
179,52,4,2,0.691244239631,0.000141820636604
179,53,4,3,4.60829493088,0.000492147297718
179,59,4,3,0.921658986175,9.47669680256e-05
179,61,4,2,6.68202764977,0.00145894332257
179,68,4,2,4.83870967742,0.00103601176909
179,69,4,2,2.99539170507,0.000629153623828
179,71,4,2,46.6912442396,0.0901411575749
179,76,4,2,3.87096774194,0.022785927737
179,89,4,2,47.1889400922,0.10076087584
179,95,4,2,0.460829493088,9.43282320625e-05
179,121,4,2,0.691244239631,0.000141820636604
179,126,4,3,43.5299539171,0.0084074411741
179,129,4,2,0.460829493088,9.43282320625e-05
179,133,4,2,0.691244239631,0.000141820636604
179,148,4,2,0.460829493088,9.43282320625e-05
179,149,4,2,38.6543778802,0.0209752730623
179,154,4,2,0.460829493088,9.43282320625e-05
179,158,4,2,7.76036866359,0.0499762583096
179,170,4,2,0.691244239631,0.000141820636604
179,187,4,2,29.6036866359,0.0139431148236
179,192,4,2,0.460829493088,9.43282320625e-05
179,199,4,2,50.2304147465,0.0205635545896
179,200,4,3,8.06451612903,0.000893635882698
179,203,4,2,46.5253456221,0.0870327065219
179,205,4,2,16.3594470046,0.0039851729116
179,211,4,2,0.691244239631,0.000141820636604
179,220,4,3,19.732718894,0.0025442601433
179,221,4,2,25.3456221198,0.00691740368459
179,236,4,2,28.7926267281,0.0128467868258
179,245,4,2,16.9677419355,0.00428144282243
179,251,4,3,47.1474654378,0.046809264417
179,269,4,2,0.460829493088,9.43282320625e-05
179,272,4,3,6.22119815668,0.0006758258592
179,296,4,3,8.09216589862,0.0325671989907
179,321,4,3,38.0184331797,0.00624880704593
179,330,4,3,22.267281106,0.00293335205621
179,340,4,2,1.15207373272,0.000237469675122
179,343,4,4,7.73732718894,0.00210604058243
179,346,4,4,12.5069124424,0.0127209488747
179,361,4,2,2.07373271889,0.000431468430893
179,362,4,2,0.460829493088,9.43282320625e-05
179,374,4,3,38.3870967742,0.00749859271582
179,379,4,2,45.5299539171,0.0717512026801
179,385,4,2,5.06912442396,0.00108797999699
179,390,4,3,49.7695852535,0.0100939862273
179,392,4,2,0.460829493088,9.43282320625e-05
179,396,4,4,11.1889400922,0.0446432106198
179,397,4,3,50.33640553,0.0466309811737
179,403,4,2,2.07373271889,0.000431468430893
179,417,4,2,0.460829493088,9.43282320625e-05
179,445,4,3,0.921658986175,9.47669680256e-05
179,446,4,2,0.460829493088,9.43282320625e-05
179,464,4,2,19.8156682028,0.00503517597355
179,465,4,2,0.460829493088,9.43282320625e-05
181,26,2,2,0.921658986175,0.000602816358025
181,27,2,2,21.198156682,0.0154370704467
181,34,2,2,6.45161290323,0.00434027777778
181,35,2,2,0.3133640553,1.76667644757e-05
181,39,2,2,1.38248847926,0.0009063225058
181,44,2,3,11.668202765,0.00308977864583
181,45,2,3,7.39170506912,0.00522747238956
181,47,2,2,1.38248847926,0.0009063225058
181,48,2,2,1.38248847926,0.0009063225058
181,50,2,4,5.52995391705,0.00228509237161
181,51,2,3,28.1105990783,0.010647062109
181,52,2,2,1.38248847926,0.0009063225058
181,53,2,3,9.21658986175,0.00314512882448
181,59,2,3,1.84331797235,0.000605620155039
181,61,2,2,13.3640552995,0.00932355967078
181,68,2,2,9.67741935484,0.00662076271186
181,69,2,2,5.99078341014,0.00402068487728
181,71,2,2,14.7465437788,0.0103648424544
181,76,2,2,0.921658986175,0.000602816358025
181,89,2,2,13.3640552995,0.00932355967078
181,95,2,2,0.921658986175,0.000602816358025
181,121,2,2,1.38248847926,0.0009063225058
181,126,2,3,92.6267281106,0.0561628218884
181,129,2,2,0.921658986175,0.000602816358025
181,133,2,2,1.38248847926,0.0009063225058
181,148,2,2,0.921658986175,0.000602816358025
181,149,2,2,107.373271889,0.150938018242
181,154,2,2,0.921658986175,0.000602816358025
181,158,2,2,0.921658986175,0.000602816358025
181,170,2,2,1.38248847926,0.0009063225058
181,187,2,2,137.788018433,0.288387345679
181,192,2,2,0.921658986175,0.000602816358025
181,199,2,2,100.460829493,0.131413966049
181,200,2,3,15.2073732719,0.00855765716374
181,203,2,2,15.2073732719,0.0107153990025
181,205,2,2,32.7188940092,0.0254677456382
181,211,2,2,1.38248847926,0.0009063225058
181,220,2,3,154.377880184,0.220301978114
181,221,2,2,50.6912442396,0.0442065329218
181,236,2,2,124.423963134,0.214367378049
181,245,2,2,158.064516129,0.49078525641
181,251,2,3,18.4331797235,0.00660956006768
181,269,2,2,0.921658986175,0.000602816358025
181,272,2,3,12.4423963134,0.00431894963145
181,296,2,3,3.22580645161,0.00106728142077
181,321,2,3,76.0368663594,0.0399337825279
181,330,2,3,148.847926267,0.18944725976
181,340,2,2,2.30414746544,0.00151757964258
181,343,2,4,16.1290322581,0.00380726120858
181,346,2,4,12.9032258065,0.00299329501916
181,361,2,2,4.14746543779,0.00275735294118
181,362,2,2,0.921658986175,0.000602816358025
181,374,2,3,95.8525345622,0.059918879056
181,379,2,2,17.9723502304,0.0128560126582
181,385,2,2,10.1382488479,0.00695287216828
